Name,Year,Duration,Genre,Rating,Votes,Director,Actor 1,Actor 2,Actor 3,Decade,Primary_Genre,Rating_Band
Gomti Ke Kinare,1972,129,"Drama, Family",6.0,20,Saawan Kumar Tak,Agha,Jalal Agha,Harbans Darshan M. Arora,1970,Drama,Average (4–6)
GOMTI NI SAKHEN,1978,129,Drama,,,Dinesh Rawal,Unknown,Unknown,Unknown,1970,Drama,
Gone Kesh,2019,110,"Comedy, Drama",7.0,1222,Qasim Khallow,Shweta Tripathi,Alisha,Deepika Amin,2010,Comedy,Good (6–8)
"Good Boy, Bad Boy",2007,115,"Comedy, Musical",3.8,1710,Ashwini Chaudhary,Tusshar Kapoor,Emraan Hashmi,Isha Sharvani,2000,Comedy,Poor (<4)
Good Luck Jerry,2021,129,"Comedy, Crime, Drama",,,Siddharth Sengupta,Janhvi Kapoor,Sushant Singh,Mita Vashisht,2020,Comedy,
Good Luck!,2008,129,"Comedy, Drama",3.0,17,Aditya Datt,Aryeman Ramsay,Sayali Bhagat,Sharat Saxena,2000,Comedy,Poor (<4)
Good Morning Sunshine,2018,129,Drama,,,Sanjoy Nag,Shabana Azmi,Priyanka Bharti,Harsh Chhaya,2010,Drama,
Good Newwz,2019,134,Comedy,6.9,15644,Raj Mehta,Akshay Kumar,Kareena Kapoor,Diljit Dosanjh,2010,Comedy,Good (6–8)
Goodbye,2022,129,"Comedy, Drama",,,Vikas Bahl,Amitabh Bachchan,Rashmika Mandanna,Neena Gupta,2020,Comedy,
Googly Gumm Hai,,129,"Romance, Thriller",,,Ajay K Saklani,Raksha Kumawat,Mridul Raj Anand,Mohit Mattoo,,Romance,
Gooli,2008,138,"Action, Drama, Romance",6.4,80,P. Satya,Sudeep,Mamta Mohandas,Kishore Kumar G.,2000,Action,Good (6–8)
Goonga Pehelwan,2014,46,"Documentary, Biography, Sport",8.4,14,Vivek Chaudhary,Prateek Gupta,Mit Jani,Unknown,2010,Documentary,Excellent (8–10)
Goonj,1974,129,"Action, Crime, Drama",5.7,15,S.U. Syed,Rakesh Roshan,Reena Roy,Mahendra Sandhu,1970,Action,Average (4–6)
Goonj Uthi Shehnai,1959,174,"Musical, Romance",7.6,32,Vijay Bhatt,Rajendra Kumar,Ameeta,Anita Guha,1950,Musical,Good (6–8)
Goopi Gawaiya Bagha Bajaiya,2013,79,"Animation, Comedy, Drama",7.0,118,Shilpa Ranade,Aditya Sharma,Manish Bhawan,Vishal Kumar,2010,Animation,Good (6–8)
Gopal - Krishna,1965,129,"Adventure, Comedy, Drama",,,D. Raman,Prakash,Jayshree Gadkar,D.K. Sapru,1960,Adventure,
Gopal Krishna,1979,132,Fantasy,6.9,33,Vijay Sharma,Sachin Pilgaonkar,Zarina Wahab,Manher Desai,1970,Fantasy,Good (6–8)
Gopala,2014,137,"Drama, Family",,,Venugopal Shetty,Unknown,Unknown,Unknown,2010,Drama,
Gopalaa,1994,129,Action,2.9,9,Akash Jain,Chunky Panday,Shilpa Shirodkar,Kiran Kumar,1990,Action,Poor (<4)
Gopi,1970,143,"Action, Comedy, Drama",7.0,195,A. Bhimsingh,Dilip Kumar,Saira Banu,Pran,1970,Action,Good (6–8)
Gopi Kishan,1994,161,"Action, Comedy, Drama",5.5,814,Mukesh Duggal,Sunil Shetty,Karisma Kapoor,Shilpa Shirodkar,1990,Action,Average (4–6)
Gopichand,1958,129,Unknown,,,Ishwarlal,Prem Adib,Durga Khote,Shahu Modak,1950,Unknown,
Gopichand Jasoos,1982,150,"Comedy, Thriller",5.9,124,Naresh Kumar,Raj Kapoor,Zeenat Aman,I.S. Johar,1980,Comedy,Average (4–6)
Gopinath,1948,155,Drama,7.4,38,Mahesh Kaul,Latika,Raj Kapoor,Tripti Mitra,1940,Drama,Good (6–8)
Gora Aur Kala,1972,128,"Action, Comedy, Drama",5.0,102,Naresh Kumar,Rajendra Kumar,Hema Malini,Rekha,1970,Action,Average (4–6)
Gora Babu,1976,129,Action,,,Manjula,Akkineni Nageshwara Rao,Satyanarayan,Unknown,1970,Action,
Gora Kumbhar,1942,129,Unknown,,,Anand Kumar,Lalita Pawar,Unknown,Unknown,1940,Unknown,
Goraa,1987,129,"Action, Drama",4.9,16,Desh Gautam,Rajesh Khanna,Sulakshana Pandit,Raj Kiran,1980,Action,Average (4–6)
Gorakh Aya,1938,129,Unknown,,,Chaturbhuj Doshi,Ram Apte,Trilok Kapoor,Sarla,1930,Unknown,
Gori,1978,129,Romance,,,Unknown,Unknown,Unknown,Unknown,1970,Romance,
Gori Aur Kaali,2003,116,Action,,,Kishan Shah,Hemant Birje,Satnam Kaur,Amit Pachori,2000,Action,
Gori Khol Darwaza,2000,129,Action,,,Kishan Shah,Ramesh Goyal,Satnam Kaur,Ali Khan,2000,Action,
Gori Tere Pyaar Mein!,2013,150,"Comedy, Drama, Romance",4.9,3609,Punit Malhotra,Imran Khan,Kareena Kapoor,Nizhalgal Ravi,2010,Comedy,Average (4–6)
Gorilla,1953,129,Action,,,Aakkoo,Habib,Bimla Kumari,Krishna Kumari,1950,Action,
Goswami Tulsidas,1964,129,"Adventure, Drama, Fantasy",,,Adarsh,Shahu Modak,Jaymala Adarsh,P. Kailash,1960,Adventure,
Gotakhor,2021,129,Drama,,,Sanjeev Kumar Rajput,Anju Jadhav,Zuber K. Khan,Adarsh Kumar,2020,Drama,
Gotoma the Buddha,1957,129,"Documentary, History",,,Rajbans Khanna,Unknown,Unknown,Unknown,1950,Documentary,
Gour Hari Dastaan: The Freedom File,2015,114,"Biography, Drama",7.4,533,Ananth Narayan Mahadevan,Vinay Pathak,Konkona Sen Sharma,Ranvir Shorey,2010,Biography,Good (6–8)
Govindha Govindha,1993,145,"Action, Crime, Drama",6.7,326,Ram Gopal Varma,Nagarjuna Akkineni,Sridevi,Kota Srinivasa Rao,1990,Action,Good (6–8)
GRADE,2017,64,Drama,6.1,27,Anup Samaddar,Mrinalini Chatterjee,Swati Ghosh,Mrinalini Chatterjee,2010,Drama,Good (6–8)
Grah Laxmi,1949,129,Unknown,,,Sevak,Manorama,Unknown,Unknown,1940,Unknown,
Grahan,1972,121,Drama,,,Arvind Kumar Sinha,B.B. Bhalla,Subhash Ghai,Moolchand,1970,Drama,
Grahasthi,1984,129,Drama,5.6,14,Prashant Nanda,Yogeeta Bali,Bharat Bhushan,Ramesh Deo,1980,Drama,Average (4–6)
Grahasti,1948,129,"Drama, Family",,,S.M. Yusuf,Sulochana Chatterjee,Faizi,Kuldip Kaur,1940,Drama,
Grama Kanya,1936,167,Drama,,,Sarvottam Badami,Sabita Devi,Aruna,Surendra,1930,Drama,
Gramayan,1981,129,Documentary,,,Arun Khopkar,Unknown,Unknown,Unknown,1980,Documentary,
Gramophone Singer,1938,148,Unknown,,,V.C. Desai,Ramchandra Thakur,Surendra,Bibbo,1930,Unknown,
Grand Masti,2013,137,"Comedy, Drama, Thriller",4.4,5921,Indra Kumar,Riteish Deshmukh,Vivek Oberoi,Aftab Shivdasani,2010,Comedy,Average (4–6)
Great Dance,,129,"Family, Music, Romance",,,Shiroe Brothers,Roshin Shiroe,Shibin Shiroe,Unknown,,Family,
Great Grand Masti,2016,134,"Comedy, Drama, Fantasy",3.6,2393,Indra Kumar,Urvashi Rautela,Riteish Deshmukh,Vivek Oberoi,2010,Comedy,Poor (<4)
Great Target,1991,129,Action,4.7,6,Dr. Rajiv,Pramod Anand,Ashima Bhalla,Biswajit Chatterjee,1990,Action,Average (4–6)
Greater Elephant,2012,90,Comedy,5.7,47,Srinivas Sunderrajan,Hussain Dalal,Naveen Kaushik,Rajiv Mishra,2010,Comedy,Average (4–6)
Green,2021,115,Drama,,,Prashant Nagenrda,Paridhi Sharma,Divyangana Jain,Sanjay Singh,2020,Drama,
Green Bappa,2020,129,Documentary,,,Mithun Mohan Udyawar,Unknown,Unknown,Unknown,2020,Documentary,
Green Signal,2020,95,Reality-TV,,,Sharadsingh Thakur,Jiya Chabra,Omkar Das Manikpuri,Rupali Pawar,2020,Reality-TV,
Griha Pravesh,1979,134,"Drama, Romance",6.9,102,Basu Bhattacharya,Sanjeev Kumar,Sharmila Tagore,Sarika,1970,Drama,Good (6–8)
Grihalakshmi,1959,129,Unknown,,,Raman B. Desai,Shahu Modak,Nazir,Pandharibai,1950,Unknown,
Grihalakshmi - The Awakening,2019,70,Family,8.7,20,Arvind Pandey,Unknown,Unknown,Unknown,2010,Family,Excellent (8–10)
Grihalaxmi,1934,129,Unknown,,,Sarvottam Badami,Asooji,Balaram,Sabita Devi,1930,Unknown,
GST - Galti Sirf Tumhari,2017,129,Drama,4.7,6,Suryakant Tyagi,Navi Bhangu,Poonam Pandey,Manisha Thakur,2010,Drama,Average (4–6)
Guddi,1971,121,"Drama, Comedy, Family",7.2,1028,Hrishikesh Mukherjee,Dharmendra,Jaya Bachchan,Sumita Sanyal,1970,Drama,Good (6–8)
Guddu,1995,160,"Drama, Romance",4.2,2248,Prem Lalwani,Deepti Naval,Mukesh Khanna,Manisha Koirala,1990,Drama,Average (4–6)
Guddu Ki Gun,2015,130,Comedy,4.7,672,Sheershak Anand,Shantanu Ray Chhibber,Kunal Khemu,Payel Sarkar,2010,Comedy,Average (4–6)
Guddu Rangeela,2015,124,"Comedy, Drama",5.3,864,Subhash Kapoor,Arshad Warsi,Amit Sadh,Ronit Roy,2010,Comedy,Average (4–6)
Gudgudee,1997,138,"Musical, Romance",4.2,336,Basu Chatterjee,Anupam Kher,Pratibha Sinha,Jugal Hansraj,1990,Musical,Average (4–6)
Gudia,1968,129,Romance,,,Unknown,Unknown,Unknown,Unknown,1960,Romance,
Guest House,1999,129,Horror,,,Babu Ganeshan,Unknown,Unknown,Unknown,1990,Horror,
Guest iin London,2017,132,Comedy,5.4,1770,Ashwani Dhir,Kartik Aaryan,Kriti Kharbanda,Paresh Rawal,2010,Comedy,Average (4–6)
Guest Unwanted,2021,137,"Crime, Thriller",,,Parvinder Singh Wraich,Harkiran Kaur Wraich,Happy BanMajra,Baljeet Madwara,2020,Crime,
Guide,1965,120,"Drama, Musical, Romance",8.4,7629,Vijay Anand,Dev Anand,Waheeda Rehman,Leela Chitnis,1960,Drama,Excellent (8–10)
Guilty,2020,119,"Drama, Thriller",5.4,3919,Ruchi Narain,Kiara Advani,Taher Shabbir,Akansha Ranjan Kapoor,2020,Drama,Average (4–6)
Gul Badan,1937,129,Unknown,,,Kanjibhai Rathod,Ansuya,Unknown,Unknown,1930,Unknown,
Gul Bahar,1954,129,Unknown,,,Nanubhai Vakil,Hemanta Mukherjee,Shakila,Randhir,1950,Unknown,
Gul Gulshan Gulfam,2012,129,Drama,,,Sarfraz Alvi,Vijay Koul,Arjun Manhas,Vikram Sharmaa,2010,Drama,
Gul Makai,2020,132,"Biography, Drama, War",2.4,213,Amjad Khan,Reem Shaikh,Divya Dutta,Atul Kulkarni,2020,Biography,Poor (<4)
Gul Sanobar,1934,154,"Fantasy, History",,,Homi Master,Ruby Mayer,Dinshaw Bilimoria,Zubeida,1930,Fantasy,
Gulaab Gang,2014,139,"Action, Drama",6.1,2078,Soumik Sen,Madhuri Dixit,Juhi Chawla,Divya Jagdale,2010,Action,Good (6–8)
Gulaabo,1986,129,Action,,,Prasanth Shukla,Janardhan Varma,Rekha Varma,Sharda Varma,1980,Action,
Gulaal,2009,140,"Crime, Drama, Thriller",8.1,14239,Anurag Kashyap,Kay Kay Menon,Raj Singh Chaudhary,Raja Chaudhary,2000,Crime,Excellent (8–10)
Gulabi Gang,2012,96,Documentary,7.5,209,Nishtha Jain,Sampat Pal Devi,Ram Dulari,Devrati,2010,Documentary,Good (6–8)
Gulabi Raaten,1990,129,Crime,4.4,7,P. Venu,Devan,Raj Mohan,Pramila,1990,Crime,Average (4–6)
Gulabo Sitabo,2020,124,"Comedy, Drama",6.3,11364,Shoojit Sircar,Amitabh Bachchan,Ayushmann Khurrana,Vijay Raaz,2020,Comedy,Good (6–8)
Gulam Daku,1936,129,Unknown,,,Moti B. Gidwani,Ghaznavi,Rafiq Ghaznavi,Unknown,1930,Unknown,
Gulami Ki Zaanjeerein,1983,129,Unknown,,,C.P. Sharma,Chander Sharma,Akashdeep,Kamini Kaushal,1980,Unknown,
Gul-e-Bakavali,1947,129,Fantasy,,,Rustom Modi,Feroze Dastur,Rabab,Udwadia,1940,Fantasy,
Gul-E-Begum Badshah,1956,129,Action,,,T.R. Rajakumari,M.G. Ramachandran,Unknown,Unknown,1950,Action,
Gulfam,2020,146,Drama,,,Sanamjit Singh Talwar,Aryan Bhangu,Manu Rishi Chadha,Anupam Maanav,2020,Drama,
Gully Boy,2019,154,"Drama, Music, Romance",8.0,33901,Zoya Akhtar,Vijay Varma,Nakul Roshan Sahdev,Ranveer Singh,2010,Drama,Good (6–8)
Gully Life: The Story of Divine,2019,129,"Documentary, Biography, Music",9.1,15,Akshat Gupt,Unknown,Unknown,Unknown,2010,Documentary,Excellent (8–10)
Gulmohar,,135,Drama,,,Varadraj Swami,Nikunj Malik,Brijeshkumar Jha,Vivekanand Jha,,Drama,
Gulru Zarina,1932,129,Unknown,,,J.J. Madan,Abdul Rehman Kabuli,Jehanara Kajjan,Keravala,1930,Unknown,
Gulshane Alam,1935,129,Unknown,,,Shahzadi,Unknown,Unknown,Unknown,1930,Unknown,
Gumnaam,2005,129,Horror,,,Dilip Gulati,Tanya Oberoi,Madhur,Parvez,2000,Horror,
Gumnaam Hai Koi,1983,129,Mystery,,,Yash Kapoor,Jeevan,Shreeram Lagoo,Neeta Mehta,1980,Mystery,
Gumnaam: The Mystery,2008,107,"Action, Crime",3.7,94,Neeraj Pathak,Dino Morea,Mahima Chaudhry,Suman Ranganath,2000,Action,Poor (<4)
Gumnaami,2019,142,"Action, Drama, History",7.8,1695,Srijit Mukherji,Prasenjit Chatterjee,Anirban Bhattacharya,Tanushree Chakraborty,2010,Action,Good (6–8)
Gumnam Hai Koi,2001,129,Thriller,2.4,22,K.I. Sheikh,Sohail Khan,Rani Sinha,Meenakshi,2000,Thriller,Poor (<4)
Gumnam Qatil,2001,129,Horror,2.8,6,Harinam Singh,Yunus Parvez,Mahesh Raaj,Ghanshyam Rohera,2000,Horror,Poor (<4)
Gumrah,1993,149,"Action, Crime, Drama",6.2,700,Mahesh Bhatt,Sanjay Dutt,Sridevi,Anupam Kher,1990,Action,Good (6–8)
Gumrah Jawani,1988,129,Thriller,,,P. Chandrakumar,Silk Smitha,Unknown,Unknown,1980,Thriller,
Gumsum,1982,129,Drama,5.6,5,Dayanand,Arun Govil,Madhu Kapoor,Shakti Kapoor,1980,Drama,Average (4–6)
Gun Fight,1960,129,Action,,,Shyam Kumar,Amar Nath,Nilofer,Tun Tun,1960,Action,
Gun Pe Done,2019,120,Comedy,,,Abhik Bhanu,Bidita Bag,Tara-Alisha Berry,Vrajesh Hirjee,2010,Comedy,
Gunaah,2002,135,"Crime, Drama, Thriller",3.3,356,Amol Shetge,Bipasha Basu,Dino Morea,Ashutosh Rana,2000,Crime,Poor (<4)
Gunaahon Ka Devta,1978,129,Action,,,Unknown,Unknown,Unknown,Unknown,1970,Action,
Gunah,1970,129,Unknown,,,Johnny Whisky,Unknown,Unknown,Unknown,1970,Unknown,
Gunah Aur Kanoon,1970,110,Crime,5.6,7,B.R. Ishara,Sanjeev Kumar,Kumkum,Sailesh Kumar,1970,Crime,Average (4–6)
Gunah Ki Raat,1979,129,Action,,,T.N. Balakrishna,Srinath,Unknown,Unknown,1970,Action,
Gunaho Ka Mandir,1991,129,Crime,,,Keshav Rathod,Deepak Javeri,Unknown,Unknown,1990,Crime,
Gunahon Ka Devta,1990,149,Action,5.1,16,Kawal Sharma,Mithun Chakraborty,Sangeeta Bijlani,Aditya Pancholi,1990,Action,Average (4–6)
Gunahon Ka Faisla,1988,169,Action,4.9,14,Shibu Mitra,Shatrughan Sinha,Dimple Kapadia,Chunky Panday,1980,Action,Average (4–6)
Gunahon Ka Raaste,1970,99,Action,,,Radhakant,Dara Singh,Sanjana,Nisar Ahmad Ansari,1970,Action,
Gunahon Ke Shatranj,1988,129,Unknown,,,Chandrakant Sangani,Mohan Choti,Dinesh Hingoo,Satyendra Kapoor,1980,Unknown,
Gunahon Ki Devi,2001,129,Action,,,Ishrat Ali,Shehzad Khan,Mac Mohan,Raza Murad,2000,Action,
Gunda,1998,129,"Action, Comedy, Crime",7.3,9990,Kanti Shah,Mithun Chakraborty,Mukesh Rishi,Mohan Joshi,1990,Action,Good (6–8)
Gunda Gang,1992,129,Action,8.1,39,Kodanda Rami Reddy A.,Mohan Babu,Charan Raj,Vijayshanti,1990,Action,Excellent (8–10)
Gunda Mawali,1995,129,Action,,,Sunil Agnihotri,Ishrat Ali,Shubha Khote,Rami Reddy,1990,Action,
Gundaraj,1995,140,Action,4.2,345,Guddu Dhanoa,Ajay Devgn,Amrish Puri,Kajol,1990,Action,Average (4–6)
Gunday,2014,152,"Action, Drama, Musical",2.4,58144,Ali Abbas Zafar,Ranveer Singh,Arjun Kapoor,Priyanka Chopra Jonas,2010,Action,Poor (<4)
Gunde Ki Adalat,1996,129,Action,,,S.S. Ravichandra,Amala Akkineni,Sarath Babu,Venkatesh Daggubati,1990,Action,
Gunehgaar,1986,129,Action,,,Yogesh Chhabra,Bharat Bhushan,Yogesh Chhabra,Ravi Davar,1980,Action,
Gunehgar,1992,129,Action,,,Laxmi,Prabhu,Sukanya,Unknown,1990,Action,
Gunehgar Kaun,1991,129,"Drama, Thriller",,,Ashok Gaekwad,Raj Babbar,Mohsin Khan,Sujata Mehta,1990,Drama,
Gunehgar the Criminal,1982,129,Action,4.4,5,Kamal Haasan,Sripriya,Unknown,Unknown,1980,Action,Average (4–6)
Gunfighter Johnny,1972,129,Unknown,,,K.S.R. Das,Krishna Ghattamaneni,Jyothi Lakshmi,Unknown,1970,Unknown,
Gunga Jumna,1961,178,"Action, Drama, Musical",7.6,523,Nitin Bose,Dilip Kumar,Vyjayanthimala,Nasir Khan,1960,Action,Good (6–8)
Gunjan,1948,129,Unknown,,,V.C. Desai,David Abraham,Nalini Jaywant,Trilok Kapoor,1940,Unknown,
Gunjan Saxena: The Kargil Girl,2020,112,"Action, Biography, Drama",5.3,25005,Sharan Sharma,Janhvi Kapoor,Pankaj Tripathi,Angad Bedi,2020,Action,Average (4–6)
Guns of Banaras,2020,134,Action,6.8,41,Shekkhar Suri,Karann Nathh,Nathalia Kaur,Ganesh Venkatraman,2020,Action,Good (6–8)
Gunsundari,1934,185,"Drama, Family",,,Chandulal Shah,Gohar,Keki Bawa,Gangaprasad Pathak,1930,Drama,
Gunwali Dulhaniya,2019,114,"Comedy, Romance",3.5,20,Shantanu Anant Tambe,Kanchan Awasthi,Mayur Kumar,Elvis Chaturvedi,2010,Comedy,Poor (<4)
Gupt Gyan,1999,129,Drama,,,Suresh Jain,Harish Shetty,Mohini Manik,Gulshan,1990,Drama,
Gupt Raj,1947,129,Unknown,,,Pran,Unknown,Unknown,Unknown,1940,Unknown,
Gupt Sandesh,1998,88,Drama,,,Sunder Muthy,Chakravarti,Kamini,Bharat Nagraj,1990,Drama,
Gupt Shastra,1975,129,Drama,,,Heena Kausar,Satish Arora,Baldev Khosa,Faryal,1970,Drama,
Gupt: The Hidden Truth,1997,173,"Action, Crime, Mystery",7.3,4687,Rajiv Rai,Bobby Deol,Kajol,Manisha Koirala,1990,Action,Good (6–8)
Guptdhan,2005,129,Thriller,,,Piyush Alankar,Shikha Trivedi,Unknown,Unknown,2000,Thriller,
Gurgaon,2016,107,"Crime, Thriller",6.5,1883,Shanker Raman,Akshay Oberoi,Pankaj Tripathi,Aamir Bashir,2010,Crime,Good (6–8)
Guru,2010,72,"Documentary, Drama",,,Tamás Tóth,Vrajmohan Pathak,Unknown,Unknown,2010,Documentary,
Guru Aur Chela,1973,129,Action,,,Chand,Jyothi Lakshmi,Mehmood Jr.,Sheikh Mukhtar,1970,Action,
Guru Bhakti,1960,129,Drama,,,Rajendra Kumar,Rajan Haksar,Manju,Unknown,1960,Drama,
Guru Dakshina,1989,129,Drama,,,Dayal Nihalani,Shikha Dewan,Pallavi Joshi,Satish Kaushik,1980,Drama,
Guru Ghantal,1956,129,Drama,,,Ajit,Helen,Usha Kiran,Meena Kumari,1950,Drama,
Guru Ho Jaa Shuru,1979,129,"Action, Crime, Drama",5.5,8,Shiv Kumar,Ashok Kumar,Mahendra Sandhu,Prema Narayan,1970,Action,Average (4–6)
Guru ji: Ahead of time,2018,129,Biography,,,Sudipto Sen,Unknown,Unknown,Unknown,2010,Biography,
Guru Mahaaguru,2002,129,"Action, Drama",4.5,8,T.L.V. Prasad,Beena Banerjee,Kishore Anand Bhanushali,Birbal,2000,Action,Average (4–6)
Guru Sishyan,2010,150,Romance,2.7,18,Sakthi Chidambaram,Amarasigamani,Shruti Marathe,Sathyaraj,2010,Romance,Poor (<4)
Guru Suleman Chela Pahelwan,1981,134,"Action, Comedy",6.0,7,Radhakant,Dara Singh,Mehmood,Bindu,1980,Action,Average (4–6)
"Guru, a Hijra Family",2016,76,Documentary,,,Laurie Colson,Axelle Le Dauphin,Unknown,Unknown,2010,Documentary,
Gurudakshina,2015,140,Drama,,,Kiran Phadnis,Roopa Ganguly,Rupsha Guha,Girish Karnad,2010,Drama,
Gurudev,1993,147,"Action, Drama, Romance",4.9,150,Vinod Mehra,Rishi Kapoor,Sridevi,Anil Kapoor,1990,Action,Average (4–6)
Gustakhi Maaf,1969,136,Comedy,6.6,9,Raj Kumar Bedi,Rajkumar Bedi,Tanuja,Sanjeev Kumar,1960,Comedy,Good (6–8)
Guthlee,2022,129,Drama,,,Ishrat R. Khan,Sanjay Mishra,Subrat Dutta,Kalyanee Mulay,2020,Drama,
Gutrun Gutargun,2016,104,Family,,,Pratik Sharma,Chandrashekhar,Asmita Sharma,Unknown,2010,Family,
Gutter Boy,2021,58,Drama,,,Anupam Khanna Baswal,Laxmi Kant Baswala,Ajeet Kumar,Ankit Mahna,2020,Drama,
Guy in the blue,2015,86,"Mystery, Romance, Thriller",6.7,7,Akhilesh Verma,Jannat Shekhawat,Varsha Varsha,Uma Verma,2010,Mystery,Good (6–8)
Guzaara,1954,129,Drama,,,S.M. Yusuf,Paro Devi,Karan Dewan,Jabeen Jalil,1950,Drama,
Guzaarish,2010,126,"Drama, Romance",7.5,17631,Sanjay Leela Bhansali,Hrithik Roshan,Aishwarya Rai Bachchan,Shernaz Patel,2010,Drama,Good (6–8)
Gwalan,1946,129,Unknown,,,Baburao Patel,Trilok Kapoor,Madhuri,Sushila Rani,1940,Unknown,
Gwalior,,98,Thriller,,,Jaspal Singh Sandhu,Rajeev Barnwal,Neena Gupta,Sanjay Mishra,,Thriller,
Gyaniji,1977,129,"Drama, Fantasy",,,Chaman Nillay,Sunil Dutt,Kamini Kaushal,Rajendranath Malhotra,1970,Drama,
Gyara Hazar Ladkian,1962,152,Drama,5.8,5,Khwaja Ahmad Abbas,Mala Sinha,Bharat Bhushan,Helen,1960,Drama,Average (4–6)
Gypsy,1957,129,Action,,,Sultan,Kamran,Naazi,Sham,1950,Action,
Gypsy Girl,1961,129,Fantasy,,,Aakkoo,Amarnath,Uma Dutt,Indira,1960,Fantasy,
Ha Ha Hee Hee Ho Ho,1955,129,Comedy,,,P.L. Santoshi,Raja Gosavi,Ranjana,Sajjan,1950,Comedy,
Haadsaa,1983,129,"Action, Thriller",5.0,23,Akbar Khan,Akbar Khan,Ranjeeta Kaur,Smita Patil,1980,Action,Average (4–6)
Haal-e-Dil,2008,124,"Drama, Romance",3.4,240,Anil Devgan,Amita Pathak,Nakuul Mehta,Adhyayan Suman,2000,Drama,Poor (<4)
Haan Maine Bhi Pyaar Kiya,2002,174,"Drama, Musical, Romance",3.7,1277,Dharmesh Darshan,Akshay Kumar,Karisma Kapoor,Abhishek Bachchan,2000,Drama,Poor (<4)
Haar Jeet,1990,129,"Action, Drama, Thriller",3.1,8,Avtar Bhogal,Johny Bakshi,Kabir Bedi,Sudhir Dalvi,1990,Action,Poor (<4)
Haasil,2003,160,"Crime, Drama, Romance",7.6,2808,Tigmanshu Dhulia,Jimmy Sheirgill,Hrishitaa Bhatt,Irrfan Khan,2000,Crime,Good (6–8)
Haat - The Weekly Bazaar,2011,102,Drama,5.7,14,Seema Kapoor,Divya Dutta,Mukesh Tiwari,Archana Puran Singh,2010,Drama,Average (4–6)
Haath Ki Safai,1974,137,"Action, Drama",6.3,104,Prakash Mehra,Randhir Kapoor,Vinod Khanna,Simi Garewal,1970,Action,Good (6–8)
Haathi Ka Anda,2002,75,Adventure,6.2,11,Arun Khopkar,Tushar Dalvi,Parzaan Dastur,Amin Gazi,2000,Adventure,Good (6–8)
Haathi Ke Daant,1973,129,Drama,,,B.R. Ishara,Iftekhar,Manmohan Krishna,Rakesh Pandey,1970,Drama,
Haathi Mera Yaar,1995,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1990,Drama,
Haathi Mere Saathi,2021,126,Drama,,,Prabu Solomon,Rana Daggubati,Zoya Hussain,Pulkit Samrat,2020,Drama,
Haathkadi,1995,156,"Action, Comedy, Drama",4.2,131,Rama Rao Tatineni,Govinda,Shilpa Shetty Kundra,Madhoo,1990,Action,Average (4–6)
Haathon Ki Lakeeren,1986,139,"Musical, Drama, Family",7.3,42,Chetan Anand,Sanjeev Kumar,Zeenat Aman,Jackie Shroff,1980,Musical,Good (6–8)
Haatim Tai,1990,125,"Drama, Fantasy, Romance",5.8,314,Babubhai Mistry,Jeetendra,Sangeeta Bijlani,Sonu Walia,1990,Drama,Average (4–6)
Haaye Dil,,129,Musical,,,Rocky Khanna,Amy Maghera,Monica Dogra,Brijendra Kala,,Musical,
Haaye Re Jawaani,1994,129,Romance,,,Unknown,Unknown,Unknown,Unknown,1990,Romance,
Habari,1979,129,Action,6.7,9,Sher Jung Singh,Mahendra Sandhu,Priti Sapru Walia,Narendra Nath,1970,Action,Good (6–8)
Habba Khatoon,1978,129,Drama,,,Unknown,Unknown,Unknown,Unknown,1970,Drama,
Hacked,2020,118,Thriller,4.3,1208,Vikram Bhatt,Hina Khan,Sid Makkar,Rohan Shah,2020,Thriller,Average (4–6)
Had Ho Gayi,2012,147,Comedy,,,Dinesh Chaudhary,Kavita Joshi,Uttar Kumar,Suman Negi,2010,Comedy,
Hadh Kar Di Aapne,2000,134,"Comedy, Romance",5.3,1754,Manoj Agrawal,Govinda,Rani Mukerji,Johnny Lever,2000,Comedy,Average (4–6)
Hadh: Life on the Edge of Death,2001,129,"Action, Crime, Drama",4.0,13,Thampi Kannanthanam,Somesh Agarwal,Shama Deshpande,Vikram Gokhale,2000,Action,Poor (<4)
Hafta Bandh,1991,129,Action,4.2,19,Deepak Balraj Vij,Jackie Shroff,Varsha Usgaonkar,Aditya Pancholi,1990,Action,Average (4–6)
Hafta Vasool,2004,129,Action,,,Murali,Ramiya,Sayaji Shinde,Unknown,2000,Action,
Hafta Vasuli,1998,140,Action,4.9,25,Deepak Balraj Vij,Jackie Shroff,Aditya Pancholi,Ayub Khan,1990,Action,Average (4–6)
Haggada Kone: End of the Rope,2014,102,Drama,8.4,52,Dayal Padmanabhan,Naveen Krishna,Suchendra Prasad,Mohan,2010,Drama,Excellent (8–10)
Hahakaar,1996,129,"Action, Crime, Drama",,,Sudarshan K. Rattan,Akshay Anand,Chandni,Neelima Azim,1990,Action,
Hai,2000,129,Horror,,,Kiran Soman,Khushbhu Gupta,Gul Hameed,Nupur Jhanwar,2000,Horror,
Hai Apna Dil Toh Awara,2016,120,Comedy,6.1,18,Monjoy Joy Mukerji,Sahil Anand,Divya Chouksey,Sareh Far,2010,Comedy,Good (6–8)
Hai Golmaal in White House,2015,125,Comedy,2.5,8,Salar Shaikh,Arun Bakshi,Krishna Bhatt,Rajesh Chowdhury,2010,Comedy,Poor (<4)
